p_id,name,price,colour,brand,ratingCount,avg_rating,Occasion,Print_Pattern_Type,Sustainable,Knit_or_Woven,Fabric,Fabric_Purity,brandID
17535476.0,Berrylush Women Gorgeous Green Printed Nuovo Sleeves Shrug,999.0,Green,Berrylush,17.0,3.764705882,Casual,Printed,Regular,Knitted and Woven,Polyester,,118
17685324.0,BUY NEW TREND Women Blue Lightweight Denim Jacket,1499.0,Blue,BUY NEW TREND,109.0,3.981651376,Casual,Solid,Regular,Woven,Cotton,,106
17734680.0,Tokyo Talkies Women Beige Solid Single-Breasted Blazers,1399.0,Beige,Tokyo Talkies,106.0,3.726415094,Casual,Solid,Regular,Knitted and Woven,Polyester,,845
19068086.0,Tokyo Talkies Women Purple Solid Co-ords,1349.0,Purple,Tokyo Talkies,7.0,4.857142857,Casual,Solid,Regular,Knitted and Woven,Polyester,,845
5829327.0,Roadster Women Coral Pink Solid Hooded Sweatshirt,1199.0,Coral,Roadster,13938.0,4.226287846,Casual,Solid,,Knitted and Woven,Cotton,,702
8593785.0,Roadster Burgundy Top With Front Tie-Up Detail,599.0,Maroon,Roadster,5097.0,3.645085344,Casual,Solid,Regular,Knitted,Cotton,,702
10711448.0,Dupatta Bazaar Women White Solid Dupatta,599.0,White,Dupatta Bazaar,1531.0,4.536250816,Daily,Solid,,Woven,Poly Chiffon,,221
11056154.0,AHIKA Women Black & Green Printed Straight Kurta,1350.0,Black,AHIKA,21274.0,3.978377362,Daily,Ethnic Motifs,,Woven,Cotton,Pure,22
12033996.0,Tokyo Talkies Women Black Solid Basic Jumpsuit,2149.0,Black,Tokyo Talkies,1027.0,4.282375852,Casual,Solid,,Knitted and Woven,Cotton,,845
12692600.0,Hangup Women Cream-Coloured Printed Tailored Jacket,1999.0,Cream,Hangup,3024.0,4.150793651,Ethnic,Geometric,Regular,Woven,Polyester,,335
12808128.0,Kotty Women Navy Blue Flared High-Rise Clean Look Jeans,1999.0,Navy Blue,Kotty,5771.0,4.164269624,Casual,Solid,Regular,Knitted and Woven,Cotton,,446
14182594.0,QOMN Pink Printed Pure Cotton A-Line Top,1299.0,Pink,QOMN,396.0,4.348484848,Ethnic,Ethnic Motifs,Regular,Woven,Pure Cotton,,661
14776092.0,Marks & Spencer Women Green Solid Trousers,2999.0,Green,Marks & Spencer,67.0,4.611940299,Casual,Solid,Regular,Woven,Linen,,531
14996638.0,Tokyo Talkies Women Black Mid-Rise Regular Shorts,899.0,Black,Tokyo Talkies,272.0,4.367647059,Casual,Solid,Regular,Woven,Viscose Rayon,,845
15258072.0,Libas Solid Saree with border,3999.0,Burgundy,Libas,290.0,4.351724138,Party,Solid,Regular,Woven,Pure Georgette,,482
16334128.0,Shaily Maroon Embroidered Pure Cotton Unstitched Dress Material,3059.0,Maroon,Shaily,15.0,4.2,Festive,Ethnic Motifs,Regular,Knitted and Woven,Pure Cotton,,774
16563320.0,Women Fuchsia Pink Printed Longline Shrug,2474.0,Fuchsia,SHAYE,23.0,4.173913043,Casual,Printed,Regular,Woven,Poly Georgette,,732
16828316.0,ANI Women Stunning Blue Printed Top with Palazzos,2999.0,Blue,ANI,58.0,4.0,Casual,Printed,Regular,Knitted and Woven,Polyester,,32
18743882.0,FABPIXEL Red & Gold-Toned Embroidered Sequinned Shibori Semi-Stitched Lehenga & Unstitched Blouse With,9999.0,Red,FABPIXEL,15.0,4.0,Casual,Embroidered,Regular,Woven,Organza,,244
18879820.0,MANGO Women Navy Blue Notched Lapel Solid Single-Breasted Casual Blazer,4790.0,Navy Blue,MANGO,,,Casual,Solid,Regular,Knitted and Woven,Polyester,,498
19147754.0,H&M Women White Solid A-Line Mini Skirts,1499.0,White,H&M,,,Casual,Solid,Regular,Knitted and Woven,Linen,,323
11035316.0,DOLCE CRUDO Women Blue Skinny Fit High-Rise Clean Look Stretchable Jeans,2399.0,Blue,DOLCE CRUDO,3486.0,4.262191624,Casual,Solid,,Knitted and Woven,Cotton,,197
11987092.0,Roadster Women Navy Blue & Green Checked Open Front Shrug,1299.0,Navy Blue,Roadster,191.0,4.314136126,Casual,Checked,,Knitted and Woven,Viscose Rayon,,702
13736998.0,Athena White Tie-Up Neck Puff Sleeves Lace Top,1699.0,White,Athena,2200.0,4.19,Casual,Self Design,Regular,Woven,Polyester,,86
13757350.0,Roadster Women Charcoal Grey Loose Fit High-Rise Denim Shorts,1299.0,Charcoal,Roadster,240.0,4.254166667,Casual,Solid,Regular,Woven,Cotton,,702
13935928.0,SASSAFRAS Sea Green and Black Colourblocked Smocked Jumpsuit,1999.0,Sea Green,SASSAFRAS,607.0,4.425041186,Casual,Colourblocked,Regular,Knitted and Woven,Polyester,,720
14739168.0,Vishudh Lime Green & White Geometric Mandarin Collar Pure Cotton Cinched Waist Top,999.0,Lime Green,Vishudh,505.0,4.281188119,Ethnic,Geometric,Regular,Woven,Pure Cotton,,901
15202818.0,Roadster Women Green Ribbed Knit Co-Ords Set,2199.0,Green,Roadster,116.0,4.146551724,Casual,Solid,Regular,Knitted and Woven,Polyester,,702
17740662.0,Biba Pink & Blue Printed Pure Cotton Unstitched Dress Material,899.0,Pink,Biba,,,Daily,Floral,Regular,Knitted and Woven,Pure Cotton,,125
18644816.0,URBANIC Women Brown Solid Single-Breasted Casual Blazer,2690.0,Brown,URBANIC,11.0,4.454545455,Casual,Solid,Regular,Knitted and Woven,Polyester,,864
18704418.0,Soch Women Red Thread Work Georgette Anarkali Kurta,3498.0,Red,Soch,,,Daily,Solid,Regular,Woven,Georgette,Pure,787
18745050.0,nirja Fab Pink Embellished Sequinned Saree,3699.0,Pink,nirja Fab,,,Festive,Embellished,Regular,Woven,Art Silk,,1001
18802576.0,Stylum Pink & White Printed Bandhani Dupatta,1499.0,Pink,Stylum,,,Daily,Geometric,Regular,Knitted and Woven,Silk Blend,,798
18878894.0,BROADSTAR Women Black Straight Fit High-Rise Easy Wash Trousers,2999.0,Black,BROADSTAR,42.0,4.5,Formal,Solid,Regular,Knitted,Viscose Rayon,,103
18969040.0,Fashionuma Maroon & Grey Printed Sequinned Ready to Wear Lehenga & Unstitched Blouse With Dupatta,3699.0,Maroon,Fashionuma,,,Casual,Solid,Regular,Woven,Net,,280
19044600.0,max Women Purple Windcheater Tailored Jacket with Embroidered,1199.0,Purple,max,,,Casual,Solid,Regular,Woven,Cotton,,994
19231232.0,Sweet Dreams Women Grey Humor & Comic Printed Sweatshirt,1399.0,Grey,Sweet Dreams,,,Casual,Humour and Comic,Regular,Knitted,Fleece,,806
2322605.0,Roadster Time Travlr Women Blue Boyfriend Fit Mid-Rise Low Distress Jeans,2299.0,Blue,Roadster,1103.0,3.936536718,Casual,Solid,,Knitted and Woven,Cotton,,702
8506567.0,Chemistry Blue Denim A-Line Pure Cotton Skirt,1699.0,Blue,Chemistry,897.0,4.132664437,Casual,Solid,Regular,Woven,Denim,,160
10742414.0,Tokyo Talkies Women Blue Solid Denim Jacket,1699.0,Blue,Tokyo Talkies,1135.0,4.241409692,Casual,Solid,,Knitted and Woven,Cotton,,845
11157052.0,QUIERO Black & White Embroidered Top,1789.0,Black,QUIERO,4161.0,4.473443884,Casual,Embellished,Regular,Woven,Cotton,,663
